IOSH Demo Player Log
10:14:41:866 0.06 2.33 0.54
10:14:41:877 0.06 2.33 0.54
10:14:41:889 0.06 2.33 0.54
10:14:41:900 0.06 2.33 0.54
10:14:41:910 0.06 2.33 0.54
10:14:41:923 0.06 2.33 0.54
10:14:41:933 0.06 2.33 0.54
10:14:41:944 0.06 2.33 0.54
10:14:41:955 0.06 2.33 0.54
10:14:41:967 0.06 2.33 0.54
10:14:41:977 0.06 2.33 0.54
10:14:41:988 0.06 2.33 0.54
10:14:42:1 0.06 2.33 0.55
10:14:42:12 0.06 2.33 0.55
10:14:42:22 0.06 2.33 0.55
10:14:42:34 0.06 2.33 0.55
10:14:42:45 0.06 2.33 0.55
10:14:42:56 0.06 2.33 0.55
10:14:42:68 0.06 2.33 0.55
10:14:42:78 0.06 2.33 0.55
10:14:42:90 0.06 2.33 0.55
10:14:42:101 0.06 2.33 0.55
10:14:42:111 0.07 2.33 0.55
10:14:42:123 0.07 2.33 0.55
10:14:42:135 0.07 2.33 0.55
10:14:42:145 0.07 2.33 0.55
10:14:42:156 0.07 2.33 0.55
10:14:42:167 0.07 2.33 0.55
10:14:42:178 0.07 2.33 0.56
10:14:42:190 0.07 2.33 0.56
10:14:42:201 0.07 2.33 0.56
10:14:42:212 0.07 2.33 0.56
10:14:42:224 0.07 2.33 0.56
10:14:42:234 0.07 2.33 0.56
10:14:42:246 0.07 2.33 0.56
10:14:42:257 0.07 2.33 0.56
10:14:42:267 0.07 2.33 0.56
10:14:42:280 0.07 2.33 0.56
10:14:42:291 0.07 2.33 0.56
10:14:42:302 0.07 2.33 0.57
10:14:42:313 0.07 2.33 0.57
10:14:42:324 0.07 2.33 0.57
10:14:42:335 0.08 2.33 0.57
10:14:42:347 0.08 2.33 0.57
10:14:42:357 0.08 2.33 0.57
10:14:42:368 0.08 2.33 0.57
10:14:42:379 0.08 2.33 0.57
10:14:42:391 0.08 2.33 0.57
10:14:42:402 0.08 2.33 0.57
10:14:42:413 0.08 2.33 0.57
10:14:42:425 0.08 2.33 0.58
10:14:42:436 0.08 2.33 0.58
10:14:42:447 0.08 2.33 0.58
10:14:42:458 0.08 2.33 0.58
10:14:42:469 0.08 2.33 0.58
10:14:42:481 0.08 2.33 0.58
10:14:42:492 0.08 2.33 0.58
10:14:42:502 0.08 2.33 0.58
10:14:42:515 0.08 2.33 0.58
10:14:42:528 0.08 2.33 0.58
10:14:42:537 0.08 2.33 0.58
10:14:42:548 0.08 2.33 0.58
10:14:42:560 0.08 2.33 0.58
10:14:42:569 0.08 2.33 0.58
10:14:42:582 0.08 2.33 0.58
10:14:42:593 0.08 2.33 0.58
10:14:42:603 0.08 2.33 0.58
10:14:42:615 0.08 2.33 0.58
10:14:42:627 0.08 2.33 0.58
10:14:42:636 0.08 2.33 0.58
10:14:42:648 0.08 2.33 0.58
10:14:42:659 0.08 2.33 0.58
10:14:42:670 0.08 2.33 0.58
10:14:42:682 0.08 2.33 0.58
10:14:42:693 0.08 2.33 0.58
10:14:42:703 0.08 2.33 0.58
10:14:42:715 0.08 2.33 0.58
10:14:42:726 0.08 2.33 0.58
10:14:42:737 0.08 2.33 0.58
10:14:42:750 0.08 2.33 0.58
10:14:42:761 0.08 2.33 0.58
10:14:42:772 0.08 2.33 0.58
10:14:42:783 0.08 2.33 0.58
10:14:42:794 0.08 2.33 0.58
10:14:42:804 0.08 2.33 0.58
10:14:42:816 0.08 2.33 0.58
10:14:42:827 0.08 2.33 0.58
10:14:42:851 0.08 2.33 0.58
10:14:42:858 0.08 2.33 0.58
10:14:42:871 0.08 2.33 0.58
10:14:42:883 0.08 2.33 0.58
10:14:42:893 0.08 2.33 0.58
10:14:42:905 0.08 2.33 0.58
10:14:42:916 0.08 2.33 0.58
10:14:42:928 0.08 2.33 0.58
10:14:42:938 0.08 2.33 0.58
10:14:42:952 0.08 2.33 0.58
10:14:42:961 0.08 2.33 0.58
10:14:42:972 0.08 2.33 0.58
10:14:42:984 0.08 2.33 0.58
10:14:42:994 0.08 2.33 0.58
10:14:43:5 0.08 2.33 0.58
10:14:43:18 0.08 2.33 0.58
10:14:43:28 0.08 2.33 0.58
10:14:43:38 0.08 2.33 0.58
10:14:43:50 0.08 2.33 0.58
10:14:43:61 0.08 2.33 0.58
10:14:43:72 0.08 2.33 0.58
10:14:43:84 0.08 2.33 0.58
10:14:43:95 0.08 2.33 0.58
10:14:43:106 0.08 2.33 0.58
10:14:43:117 0.08 2.33 0.58
10:14:43:128 0.08 2.33 0.58
10:14:43:139 0.08 2.33 0.58
10:14:43:151 0.08 2.33 0.58
10:14:43:161 0.08 2.33 0.58
10:14:43:173 0.08 2.33 0.58
10:14:43:185 0.08 2.33 0.58
10:14:43:196 0.08 2.33 0.58
10:14:43:207 0.08 2.33 0.58
10:14:43:219 0.08 2.33 0.58
10:14:43:231 0.08 2.33 0.58
10:14:43:241 0.08 2.33 0.58
10:14:43:252 0.08 2.33 0.58
10:14:43:264 0.08 2.33 0.58
10:14:43:274 0.08 2.33 0.58
10:14:43:285 0.08 2.33 0.58
10:14:43:297 0.08 2.33 0.58
10:14:43:308 0.08 2.33 0.58
10:14:43:319 0.08 2.33 0.58
10:14:43:331 0.08 2.33 0.58
10:14:43:341 0.08 2.33 0.58
10:14:43:352 0.08 2.33 0.58
10:14:43:364 0.08 2.33 0.58
10:14:43:374 0.08 2.33 0.58
10:14:43:386 0.08 2.33 0.58
10:14:43:397 0.08 2.33 0.58
10:14:43:408 0.08 2.33 0.58
10:14:43:419 0.08 2.33 0.58
10:14:43:431 0.08 2.33 0.58
10:14:43:442 0.08 2.33 0.58
10:14:43:453 0.08 2.33 0.58
10:14:43:465 0.08 2.33 0.58
10:14:43:475 0.08 2.33 0.58
10:14:43:486 0.08 2.33 0.58
10:14:43:498 0.08 2.33 0.58
10:14:43:509 0.08 2.33 0.58
10:14:43:520 0.08 2.33 0.58
10:14:43:532 0.08 2.33 0.58
10:14:43:542 0.08 2.33 0.58
10:14:43:553 0.08 2.33 0.58
10:14:43:566 0.08 2.33 0.58
10:14:43:576 0.08 2.33 0.58
10:14:43:587 0.08 2.33 0.58
10:14:43:598 0.08 2.33 0.58
10:14:43:609 0.08 2.33 0.58
10:14:43:622 0.08 2.33 0.58
10:14:43:632 0.08 2.33 0.58
10:14:43:643 0.08 2.33 0.58
10:14:43:654 0.08 2.33 0.58
10:14:43:666 0.08 2.33 0.58
10:14:43:677 0.08 2.33 0.58
10:14:43:687 0.08 2.33 0.58
10:14:43:699 0.08 2.33 0.58
10:14:43:710 0.08 2.33 0.58
10:14:43:721 0.08 2.33 0.58
10:14:43:733 0.08 2.33 0.58
10:14:43:743 0.08 2.33 0.58
10:14:43:754 0.08 2.33 0.58
10:14:43:766 0.08 2.33 0.58
10:14:43:777 0.08 2.33 0.58
10:14:43:788 0.08 2.33 0.58
10:14:43:800 0.08 2.33 0.58
10:14:43:811 0.08 2.33 0.58
10:14:43:822 0.08 2.33 0.58
10:14:43:834 0.08 2.33 0.58
10:14:43:854 0.08 2.33 0.58
10:14:43:861 0.08 2.33 0.58
10:14:43:867 0.08 2.33 0.58
10:14:43:878 0.08 2.33 0.58
10:14:43:889 0.08 2.33 0.58
10:14:43:900 0.08 2.33 0.58
10:14:43:911 0.08 2.33 0.58
10:14:43:923 0.08 2.33 0.58
10:14:43:934 0.08 2.33 0.58
10:14:43:944 0.08 2.33 0.58
10:14:43:956 0.08 2.33 0.58
10:14:43:968 0.08 2.33 0.58
10:14:43:978 0.08 2.33 0.58
10:14:43:989 0.08 2.33 0.58
10:14:44:1 0.08 2.33 0.58
10:14:44:12 0.08 2.33 0.58
10:14:44:23 0.08 2.33 0.58
10:14:44:35 0.08 2.33 0.58
10:14:44:45 0.08 2.33 0.58
10:14:44:56 0.08 2.33 0.58
10:14:44:67 0.08 2.33 0.58
10:14:44:79 0.08 2.33 0.58
10:14:44:90 0.08 2.33 0.58
10:14:44:102 0.08 2.33 0.58
10:14:44:111 0.08 2.33 0.58
10:14:44:124 0.08 2.33 0.58
10:14:44:135 0.08 2.33 0.58
10:14:44:146 0.08 2.33 0.58
10:14:44:157 0.08 2.33 0.58
10:14:44:168 0.08 2.33 0.58
10:14:44:179 0.08 2.33 0.58
10:14:44:191 0.08 2.33 0.58
10:14:44:201 0.08 2.33 0.58
10:14:44:213 0.08 2.33 0.58
10:14:44:224 0.08 2.33 0.58
10:14:44:235 0.08 2.33 0.58
10:14:44:247 0.08 2.33 0.58
10:14:44:258 0.08 2.33 0.58
10:14:44:269 0.08 2.33 0.58
10:14:44:280 0.08 2.33 0.58
10:14:44:291 0.08 2.33 0.58
10:14:44:302 0.08 2.33 0.58
10:14:44:314 0.08 2.33 0.58
10:14:44:325 0.08 2.33 0.58
10:14:44:335 0.08 2.33 0.58
10:14:44:347 0.08 2.33 0.58
10:14:44:359 0.08 2.33 0.58
10:14:44:369 0.08 2.33 0.58
10:14:44:381 0.08 2.33 0.58
10:14:44:392 0.08 2.33 0.58
10:14:44:403 0.08 2.33 0.58
10:14:44:414 0.08 2.33 0.58
10:14:44:425 0.08 2.33 0.58
10:14:44:436 0.08 2.33 0.58
10:14:44:448 0.08 2.33 0.58
10:14:44:459 0.08 2.33 0.58
10:14:44:470 0.08 2.33 0.58
10:14:44:481 0.08 2.33 0.58
10:14:44:492 0.08 2.33 0.58
10:14:44:503 0.08 2.33 0.58
10:14:44:515 0.08 2.33 0.58
10:14:44:527 0.08 2.33 0.58
10:14:44:537 0.08 2.33 0.58
10:14:44:548 0.08 2.33 0.58
10:14:44:559 0.08 2.33 0.58
10:14:44:570 0.08 2.33 0.58
10:14:44:582 0.08 2.33 0.58
10:14:44:593 0.08 2.33 0.58
10:14:44:604 0.08 2.33 0.58
10:14:44:615 0.09 2.33 0.59
10:14:44:626 0.09 2.33 0.59
10:14:44:638 0.09 2.33 0.59
10:14:44:649 0.09 2.33 0.59
10:14:44:661 0.09 2.33 0.59
10:14:44:671 0.09 2.33 0.59
10:14:44:683 0.09 2.33 0.59
10:14:44:693 0.09 2.33 0.59
10:14:44:704 0.09 2.33 0.59
10:14:44:716 0.09 2.33 0.59
10:14:44:727 0.09 2.33 0.60
10:14:44:737 0.10 2.33 0.60
10:14:44:749 0.10 2.33 0.60
10:14:44:761 0.10 2.33 0.61
10:14:44:771 0.10 2.33 0.61
10:14:44:783 0.10 2.33 0.61
10:14:44:794 0.11 2.33 0.61
10:14:44:805 0.11 2.33 0.62
10:14:44:816 0.11 2.33 0.62
10:14:44:828 0.11 2.33 0.62
10:14:44:854 0.12 2.33 0.63
10:14:44:861 0.12 2.33 0.63
10:14:44:872 0.12 2.33 0.63
10:14:44:884 0.12 2.33 0.63
10:14:44:895 0.12 2.33 0.64
10:14:44:906 0.13 2.33 0.64
10:14:44:918 0.13 2.33 0.64
10:14:44:929 0.13 2.33 0.64
10:14:44:939 0.13 2.33 0.65
10:14:44:950 0.13 2.33 0.65
10:14:44:961 0.13 2.33 0.65
10:14:44:972 0.14 2.33 0.65
10:14:44:983 0.14 2.33 0.66
10:14:45:12 0.14 2.33 0.66
10:14:45:20 0.14 2.33 0.66
10:14:45:30 0.14 2.33 0.66
10:14:45:39 0.14 2.33 0.66
10:14:45:51 0.14 2.33 0.66
10:14:45:62 0.14 2.33 0.66
10:14:45:73 0.14 2.33 0.66
10:14:45:86 0.14 2.33 0.66
10:14:45:96 0.14 2.33 0.66
10:14:45:106 0.14 2.33 0.66
10:14:45:117 0.14 2.33 0.66
10:14:45:129 0.14 2.33 0.66
10:14:45:140 0.14 2.33 0.66
10:14:45:151 0.14 2.33 0.66
10:14:45:163 0.14 2.33 0.66
10:14:45:174 0.14 2.33 0.66
10:14:45:184 0.14 2.33 0.66
10:14:45:196 0.14 2.33 0.66
10:14:45:207 0.14 2.33 0.66
10:14:45:218 0.14 2.33 0.65
10:14:45:230 0.13 2.33 0.65
10:14:45:241 0.13 2.33 0.64
10:14:45:251 0.12 2.33 0.63
10:14:45:263 0.12 2.33 0.63
10:14:45:274 0.11 2.33 0.62
10:14:45:285 0.11 2.33 0.61
10:14:45:296 0.10 2.33 0.61
10:14:45:307 0.10 2.33 0.60
10:14:45:318 0.09 2.33 0.59
10:14:45:330 0.09 2.33 0.59
10:14:45:341 0.08 2.33 0.58
10:14:45:353 0.08 2.33 0.57
10:14:45:364 0.07 2.33 0.57
10:14:45:375 0.07 2.33 0.56
10:14:45:386 0.07 2.33 0.55
10:14:45:397 0.06 2.33 0.55
10:14:45:408 0.06 2.33 0.54
10:14:45:419 0.05 2.33 0.53
10:14:45:431 0.05 2.33 0.52
10:14:45:442 0.05 2.33 0.52
10:14:45:453 0.04 2.33 0.51
10:14:45:464 0.04 2.33 0.50
10:14:45:475 0.04 2.33 0.50
10:14:45:486 0.03 2.33 0.49
10:14:45:498 0.03 2.33 0.49
10:14:45:508 0.03 2.33 0.48
10:14:45:520 0.03 2.33 0.48
10:14:45:531 0.03 2.33 0.48
10:14:45:542 0.03 2.33 0.48
10:14:45:553 0.03 2.33 0.48
10:14:45:565 0.03 2.33 0.48
10:14:45:576 0.03 2.33 0.48
10:14:45:587 0.03 2.33 0.48
10:14:45:598 0.03 2.33 0.48
10:14:45:609 0.03 2.33 0.48
10:14:45:621 0.03 2.33 0.48
10:14:45:633 0.03 2.33 0.48
10:14:45:643 0.03 2.33 0.48
10:14:45:653 0.03 2.33 0.48
10:14:45:665 0.03 2.33 0.48
10:14:45:676 0.03 2.33 0.47
10:14:45:688 0.03 2.33 0.47
10:14:45:699 0.03 2.33 0.47
10:14:45:710 0.04 2.33 0.46
10:14:45:721 0.06 2.33 0.44
10:14:45:732 0.08 2.33 0.43
10:14:45:744 0.10 2.33 0.42
10:14:45:754 0.12 2.33 0.40
10:14:45:766 0.13 2.33 0.39
10:14:45:777 0.15 2.33 0.37
10:14:45:788 0.17 2.33 0.36
10:14:45:800 0.19 2.33 0.35
10:14:45:811 0.22 2.33 0.33
10:14:45:823 0.24 2.33 0.32
10:14:45:834 0.27 2.33 0.30
10:14:45:857 0.32 2.33 0.28
10:14:45:865 0.34 2.33 0.26
10:14:45:878 0.37 2.33 0.25
10:14:45:889 0.40 2.33 0.24
10:14:45:902 0.45 2.33 0.21
10:14:45:911 0.45 2.33 0.21
10:14:45:922 0.48 2.33 0.20
10:14:45:934 0.50 2.33 0.19
10:14:45:945 0.53 2.33 0.17
10:14:45:956 0.56 2.33 0.16
10:14:45:968 0.58 2.33 0.15
10:14:45:979 0.61 2.33 0.14
10:14:45:990 0.64 2.33 0.13
10:14:46:2 0.69 2.33 0.10
10:14:46:12 0.69 2.33 0.10
10:14:46:24 0.72 2.33 0.09
10:14:46:36 0.77 2.33 0.07
10:14:46:44 0.77 2.33 0.07
10:14:46:57 0.80 2.33 0.05
10:14:46:67 0.82 2.33 0.04
10:14:46:79 0.85 2.33 0.03
10:14:46:90 0.88 2.33 0.02
10:14:46:101 0.90 2.33 0.01
10:14:46:112 0.93 2.33 -0.01
10:14:46:123 0.96 2.33 -0.02
10:14:46:134 0.98 2.33 -0.03
10:14:46:145 1.01 2.33 -0.04
10:14:46:157 1.04 2.33 -0.06
10:14:46:168 1.06 2.33 -0.07
10:14:46:179 1.09 2.33 -0.08
10:14:46:191 1.14 2.33 -0.10
10:14:46:202 1.17 2.33 -0.12
10:14:46:211 1.17 2.33 -0.12
10:14:46:224 1.22 2.33 -0.14
10:14:46:234 1.22 2.33 -0.14
10:14:46:245 1.25 2.33 -0.15
10:14:46:257 1.30 2.33 -0.18
10:14:46:268 1.33 2.33 -0.19
10:14:46:280 1.35 2.33 -0.20
10:14:46:290 1.38 2.33 -0.21
10:14:46:302 1.41 2.33 -0.23
10:14:46:313 1.43 2.33 -0.24
10:14:46:324 1.46 2.33 -0.25
10:14:46:335 1.49 2.33 -0.26
10:14:46:346 1.51 2.33 -0.27
10:14:46:353 1.51 2.33 -0.27
10:14:46:369 1.57 2.33 -0.30
10:14:46:381 1.59 2.33 -0.31
10:14:46:391 1.62 2.33 -0.32
10:14:46:402 1.65 2.33 -0.34
10:14:46:414 1.67 2.33 -0.35
10:14:46:425 1.70 2.33 -0.37
10:14:46:436 1.72 2.33 -0.38
10:14:46:447 1.75 2.33 -0.39
10:14:46:458 1.77 2.33 -0.41
10:14:46:469 1.80 2.33 -0.43
10:14:46:481 1.82 2.33 -0.45
10:14:46:492 1.85 2.33 -0.47
10:14:46:503 1.87 2.33 -0.48
10:14:46:514 1.90 2.33 -0.50
10:14:46:526 1.92 2.33 -0.52
10:14:46:536 1.95 2.33 -0.54
10:14:46:548 1.98 2.33 -0.55
10:14:46:559 2.00 2.33 -0.57
10:14:46:570 2.03 2.33 -0.58
10:14:46:582 2.05 2.33 -0.60
10:14:46:593 2.08 2.33 -0.61
10:14:46:603 2.11 2.33 -0.63
10:14:46:615 2.14 2.33 -0.64
10:14:46:626 2.16 2.33 -0.66
10:14:46:638 2.19 2.33 -0.67
10:14:46:648 2.22 2.33 -0.69
10:14:46:662 2.25 2.33 -0.70
10:14:46:670 2.27 2.33 -0.71
10:14:46:682 2.30 2.33 -0.72
10:14:46:693 2.33 2.33 -0.74
10:14:46:704 2.36 2.33 -0.75
10:14:46:716 2.39 2.33 -0.76
10:14:46:727 2.41 2.33 -0.77
10:14:46:737 2.44 2.33 -0.78
10:14:46:749 2.47 2.33 -0.80
10:14:46:760 2.50 2.33 -0.81
10:14:46:771 2.53 2.33 -0.82
10:14:46:783 2.56 2.33 -0.83
10:14:46:794 2.59 2.33 -0.83
10:14:46:805 2.62 2.33 -0.84
10:14:46:816 2.65 2.33 -0.84
10:14:46:827 2.67 2.33 -0.84
10:14:46:838 2.70 2.33 -0.85
10:14:46:857 2.73 2.33 -0.85
10:14:46:864 2.76 2.33 -0.85
10:14:46:871 2.79 2.33 -0.86
10:14:46:883 2.82 2.33 -0.86
10:14:46:893 2.85 2.33 -0.86
10:14:46:905 2.88 2.33 -0.86
10:14:46:917 2.91 2.33 -0.86
10:14:46:927 2.94 2.33 -0.86
10:14:46:939 2.97 2.33 -0.87
10:14:46:950 3.00 2.33 -0.87
10:14:46:961 3.02 2.33 -0.87
10:14:46:972 3.05 2.33 -0.87
10:14:46:984 3.08 2.33 -0.87
10:14:46:995 3.11 2.33 -0.87
10:14:47:5 3.14 2.33 -0.88
10:14:47:17 3.17 2.33 -0.88
10:14:47:26 3.20 2.33 -0.88
10:14:47:40 3.23 2.33 -0.88
10:14:47:51 3.26 2.33 -0.88
10:14:47:63 3.29 2.33 -0.88
10:14:47:73 3.32 2.33 -0.89
10:14:47:84 3.35 2.33 -0.89
10:14:47:96 3.37 2.33 -0.89
10:14:47:106 3.40 2.33 -0.89
10:14:47:117 3.43 2.33 -0.89
10:14:47:128 3.46 2.33 -0.89
10:14:47:139 3.49 2.33 -0.90
10:14:47:151 3.52 2.33 -0.90
10:14:47:161 3.55 2.33 -0.90
10:14:47:173 3.58 2.33 -0.90
10:14:47:184 3.61 2.33 -0.90
10:14:47:195 3.64 2.33 -0.90
10:14:47:206 3.67 2.33 -0.91
10:14:47:218 3.70 2.33 -0.91
10:14:47:229 3.72 2.33 -0.91
10:14:47:240 3.75 2.33 -0.91
10:14:47:251 3.78 2.33 -0.91
10:14:47:262 3.81 2.33 -0.91
10:14:47:273 3.84 2.33 -0.92
10:14:47:284 3.87 2.33 -0.92
10:14:47:295 3.90 2.33 -0.92
10:14:47:306 3.93 2.33 -0.92
10:14:47:317 3.96 2.33 -0.92
10:14:47:329 3.99 2.33 -0.92
10:14:47:340 4.02 2.33 -0.93
10:14:47:351 4.05 2.33 -0.93
10:14:47:362 4.07 2.33 -0.93
10:14:47:374 4.10 2.33 -0.93
10:14:47:385 4.13 2.33 -0.93
10:14:47:396 4.16 2.33 -0.93
10:14:47:407 4.19 2.33 -0.94
10:14:47:418 4.22 2.33 -0.94
10:14:47:430 4.25 2.33 -0.94
10:14:47:440 4.28 2.33 -0.94
10:14:47:452 4.31 2.33 -0.94
10:14:47:464 4.34 2.33 -0.94
10:14:47:474 4.37 2.33 -0.95
10:14:47:485 4.40 2.33 -0.95
10:14:47:497 4.42 2.33 -0.95
10:14:47:508 4.45 2.33 -0.95
10:14:47:519 4.48 2.33 -0.95
10:14:47:531 4.51 2.33 -0.95
10:14:47:542 4.54 2.33 -0.96
10:14:47:552 4.57 2.33 -0.96
10:14:47:564 4.60 2.33 -0.96
10:14:47:575 4.63 2.33 -0.96
10:14:47:586 4.66 2.33 -0.96
10:14:47:597 4.69 2.33 -0.96
10:14:47:608 4.72 2.33 -0.97
10:14:47:619 4.75 2.33 -0.97
10:14:47:631 4.77 2.33 -0.97
10:14:47:642 4.80 2.33 -0.97
10:14:47:653 4.83 2.33 -0.97
10:14:47:665 4.86 2.33 -0.97
10:14:47:676 4.89 2.33 -0.98
10:14:47:687 4.92 2.33 -0.98
10:14:47:698 4.95 2.33 -0.98
10:14:47:709 4.98 2.33 -0.98
10:14:47:720 5.01 2.33 -0.98
10:14:47:732 5.04 2.33 -0.98
10:14:47:743 5.07 2.33 -0.99
10:14:47:754 5.10 2.33 -0.99
10:14:47:765 5.12 2.33 -0.99
10:14:47:775 5.15 2.33 -0.99
10:14:47:787 5.18 2.33 -0.99
10:14:47:798 5.21 2.33 -0.99
10:14:47:809 5.24 2.33 -1.00
10:14:47:821 5.27 2.33 -1.00
10:14:47:832 5.30 2.33 -1.00
10:14:47:859 5.39 2.33 -1.00
10:14:47:865 5.39 2.33 -1.00
10:14:47:876 5.42 2.33 -1.00
10:14:47:887 5.45 2.33 -1.01
10:14:47:899 5.48 2.33 -1.01
10:14:47:910 5.50 2.33 -1.01
10:14:47:921 5.53 2.33 -1.01
10:14:47:933 5.56 2.33 -1.01
10:14:47:943 5.59 2.33 -1.01
10:14:47:955 5.62 2.33 -1.02
10:14:47:966 5.65 2.33 -1.02
10:14:47:977 5.68 2.33 -1.02
10:14:47:988 5.71 2.33 -1.02
10:14:47:999 5.74 2.33 -1.02
10:14:48:10 5.77 2.33 -1.02
10:14:48:22 5.80 2.33 -1.03
10:14:48:33 5.83 2.33 -1.03
10:14:48:44 5.85 2.33 -1.03
10:14:48:55 5.88 2.33 -1.03
10:14:48:67 5.91 2.33 -1.03
10:14:48:77 5.94 2.33 -1.03
10:14:48:89 5.97 2.33 -1.04
10:14:48:100 6.00 2.33 -1.04
10:14:48:111 6.03 2.33 -1.04
10:14:48:122 6.06 2.33 -1.04
10:14:48:134 6.09 2.33 -1.04
10:14:48:145 6.12 2.33 -1.04
10:14:48:156 6.15 2.33 -1.05
10:14:48:167 6.18 2.33 -1.05
10:14:48:178 6.20 2.33 -1.05
10:14:48:189 6.23 2.33 -1.05
10:14:48:201 6.26 2.33 -1.05
10:14:48:211 6.29 2.33 -1.05
10:14:48:223 6.32 2.33 -1.06
10:14:48:234 6.35 2.33 -1.06
10:14:48:245 6.38 2.33 -1.06
10:14:48:256 6.41 2.33 -1.06
10:14:48:268 6.44 2.33 -1.06
10:14:48:279 6.47 2.33 -1.06
10:14:48:291 6.53 2.33 -1.07
10:14:48:300 6.53 2.33 -1.07
10:14:48:312 6.55 2.33 -1.07
10:14:48:323 6.58 2.33 -1.07
10:14:48:334 6.61 2.33 -1.07
10:14:48:345 6.64 2.33 -1.07
10:14:48:358 6.70 2.33 -1.08
10:14:48:367 6.70 2.33 -1.08
10:14:48:379 6.73 2.33 -1.08
10:14:48:390 6.76 2.33 -1.08
10:14:48:402 6.82 2.33 -1.08
10:14:48:411 6.82 2.33 -1.08
10:14:48:424 6.88 2.33 -1.09
10:14:48:435 6.90 2.33 -1.09
10:14:48:445 6.90 2.33 -1.09
10:14:48:458 6.96 2.33 -1.09
10:14:48:468 6.99 2.33 -1.09
10:14:48:480 7.02 2.33 -1.10
10:14:48:491 7.05 2.33 -1.10
10:14:48:502 7.08 2.33 -1.10
10:14:48:513 7.11 2.33 -1.10
10:14:48:525 7.14 2.33 -1.10
10:14:48:535 7.17 2.33 -1.10
10:14:48:547 7.20 2.33 -1.11
10:14:48:558 7.23 2.33 -1.11
10:14:48:569 7.25 2.33 -1.11
10:14:48:580 7.28 2.33 -1.11
10:14:48:592 7.31 2.33 -1.11
10:14:48:602 7.34 2.33 -1.11
10:14:48:614 7.37 2.33 -1.12
10:14:48:626 7.40 2.33 -1.12
10:14:48:636 7.43 2.33 -1.12
10:14:48:647 7.46 2.33 -1.12
10:14:48:659 7.49 2.33 -1.12
10:14:48:669 7.52 2.33 -1.12
10:14:48:681 7.55 2.33 -1.13
10:14:48:692 7.58 2.33 -1.13
10:14:48:703 7.60 2.33 -1.13
10:14:48:715 7.63 2.33 -1.13
10:14:48:725 7.66 2.33 -1.13
10:14:48:736 7.69 2.33 -1.13
10:14:48:748 7.72 2.33 -1.14
10:14:48:759 7.75 2.33 -1.14
10:14:48:770 7.78 2.33 -1.14
10:14:48:782 7.81 2.33 -1.14
10:14:48:793 7.84 2.33 -1.14
10:14:48:803 7.87 2.33 -1.14
10:14:48:815 7.90 2.33 -1.15
10:14:48:826 7.93 2.33 -1.15
10:14:48:836 7.95 2.33 -1.15
10:14:48:863 8.01 2.33 -1.15
10:14:48:869 8.04 2.33 -1.15
10:14:48:882 8.07 2.33 -1.16
10:14:48:893 8.10 2.33 -1.16
10:14:48:904 8.13 2.33 -1.16
10:14:48:915 8.16 2.33 -1.16
10:14:48:926 8.19 2.33 -1.16
10:14:48:938 8.22 2.33 -1.16
10:14:48:949 8.25 2.33 -1.17
10:14:48:960 8.28 2.33 -1.17
10:14:48:971 8.31 2.33 -1.17
10:14:48:982 8.33 2.33 -1.17
10:14:48:994 8.36 2.33 -1.17
10:14:49:5 8.39 2.33 -1.17
10:14:49:16 8.42 2.33 -1.18
10:14:49:27 8.45 2.33 -1.18
10:14:49:38 8.48 2.33 -1.18
10:14:49:50 8.51 2.33 -1.18
10:14:49:61 8.54 2.33 -1.18
10:14:49:72 8.57 2.33 -1.18
10:14:49:83 8.60 2.33 -1.19
10:14:49:94 8.63 2.33 -1.19
10:14:49:106 8.66 2.33 -1.19
10:14:49:117 8.68 2.33 -1.19
10:14:49:128 8.71 2.33 -1.19
10:14:49:139 8.74 2.33 -1.19
10:14:49:150 8.77 2.33 -1.20
10:14:49:161 8.80 2.33 -1.20
10:14:49:172 8.83 2.33 -1.20
10:14:49:185 8.86 2.33 -1.20
10:14:49:197 8.89 2.33 -1.20
10:14:49:207 8.92 2.33 -1.20
10:14:49:216 8.95 2.33 -1.21
10:14:49:229 8.98 2.33 -1.21
10:14:49:240 9.01 2.33 -1.21
10:14:49:251 9.03 2.33 -1.21
10:14:49:263 9.06 2.33 -1.21
10:14:49:272 9.09 2.33 -1.21
10:14:49:284 9.12 2.33 -1.22
10:14:49:295 9.15 2.33 -1.22
10:14:49:306 9.18 2.33 -1.22
10:14:49:317 9.21 2.33 -1.22
10:14:49:329 9.24 2.33 -1.22
10:14:49:340 9.27 2.33 -1.22
10:14:49:351 9.30 2.33 -1.22
10:14:49:362 9.33 2.33 -1.23
10:14:49:373 9.36 2.33 -1.23
10:14:49:384 9.38 2.33 -1.23
10:14:49:395 9.41 2.33 -1.23
10:14:49:407 9.44 2.33 -1.23
10:14:49:417 9.47 2.33 -1.23
10:14:49:429 9.50 2.33 -1.24
10:14:49:440 9.53 2.33 -1.24
10:14:49:452 9.56 2.33 -1.24
10:14:49:464 9.59 2.33 -1.24
10:14:49:474 9.62 2.33 -1.24
10:14:49:485 9.65 2.33 -1.24
10:14:49:496 9.68 2.33 -1.25
10:14:49:504 9.71 2.33 -1.25
10:14:49:519 9.73 2.33 -1.25
10:14:49:530 9.76 2.33 -1.25
10:14:49:541 9.79 2.33 -1.25
10:14:49:552 9.82 2.33 -1.25
10:14:49:564 9.85 2.33 -1.26
